2.635363875,-0.304087607,-1.543373429,0.626778606,-1.274463635,2.004415338,2.632511658,-0.357010734,0.922301315,-0.476380851,-0.67939386,0.84545339,-1.620133653,1.271038778,0.232265137,-0.610929529,-1.540198319,0.394365373,-1.250810108,0.035356066,-0.938940682,-0.15716143,-0.544129834,1.417567104,0.972745597,0
1.296154194,-0.721864588,0.072174181,0.792740575,-1.086482829,-0.612700069,0.892532058,-1.096112335,-1.216685742,1.014302612,-2.064473832,-0.75908238,-0.656331308,-1.070139392,0.926861961,-0.112255765,0.642093088,1.253564399,-0.778490346,-1.25444642,0.130717894,-0.330289613,-0.61767901,-0.219169308,0.272224096,0
1.525916052,-0.60032653,0.888153454,-0.938027245,-2.587087333,-0.828670949,-0.647110361,-1.114572537,0.438972982,-1.142408316,-0.25325698,0.024593234,0.232900595,-1.21399788,-1.5426716,0.402927994,-0.788129531,-0.96449273,3.330312549,-0.890775277,-0.751055211,-0.944582853,0.016899395,0.093836406,-0.204122325,0
1.873366987,-0.009267532,1.93379721,-0.494298731,1.30226247,-1.3681067,0.876165872,1.714779163,-0.336721205,0.127623759,-0.159980993,-1.2029446,-1.578439747,1.088574185,1.495202904,0.430646535,-0.671201907,0.584147214,-1.498879539,-0.130007798,0.426312259,0.000160521,-0.658402356,-0.704637436,0.073823662,0
1.876097926,-0.611675194,1.493026379,-1.576376636,-1.93157332,-0.834816095,-0.851658692,-0.67083972,0.74051785,-1.304296465,-0.559494823,0.052863659,-1.214895474,-0.972921735,-0.675875115,-0.496011292,0.453942058,-0.641920778,2.515081383,-0.339635542,-0.710987702,-0.648389883,0.857997548,-0.653816329,-0.00675871,0
0.969065939,-0.339848624,1.69773862,-0.478982169,-2.129026518,-1.390475461,-1.10049616,0.23181754,-0.242371416,-0.33240822,0.747722537,0.257507896,0.392506483,-1.770240217,-1.043937414,0.900760887,0.083564824,-1.134268345,1.279305053,0.242429996,-0.850056229,-1.207718925,-0.659357588,0.817902066,1.949840727,0
1.23474206,0.047628774,0.817196525,-0.373095392,-2.195163411,-0.037253153,-1.464182476,-0.029063553,-1.648277846,-0.133194835,-0.786262551,0.710823855,1.46308501,-1.55873881,1.161197332,0.937023452,-0.748649187,-0.313189922,0.631903549,0.277634103,0.655081332,0.701009434,-0.58234177,1.218160884,-0.194050515,0
1.412480049,1.37590672,2.026402826,1.316549367,0.768149697,-0.599511094,1.502960848,2.029520776,3.123442945,-0.627122253,-1.457375483,0.739827009,0.673369336,0.726625113,0.25594851,1.127666953,0.44424857,-1.973357347,-1.140000648,0.292876926,1.09188523,-0.825208068,2.759426257,0.513001954,-0.353107182,0
2.280775538,-0.693915139,-1.151189275,0.10729463,-1.522380689,1.431785312,0.580808474,-1.215351499,-0.075982266,0.757517457,-0.743375884,0.084180032,-1.470972328,0.56475759,1.862037715,-0.794468908,-0.477037523,0.051300652,-1.663188429,-0.324748638,0.119651364,0.66593469,-0.17463005,-0.036718013,-1.162772939,0
2.955099141,-1.000902538,-0.257465065,-0.717480003,-1.805198384,1.078381798,0.249323768,-2.500738513,-0.084760104,-0.402927091,-0.700334127,0.795132403,-0.608220009,-0.287801517,-0.369854686,-1.091554003,-0.315134531,-0.294820572,0.100201645,-0.403579641,-0.622880324,0.778587047,0.787708678,0.01302141,-0.019027439,0
3.308395562,-0.342972525,0.682803313,-0.385146831,-1.469565149,1.12290427,2.547055856,-0.49758647,0.490309011,-2.029945185,-1.224593062,0.260082582,0.1017776,-0.936325715,-0.685871912,-0.917224906,-0.414959944,0.372011529,-0.400176448,-1.035253946,1.693192484,-0.043141532,0.663320723,0.338032309,0.244086274,0
1.855009009,-1.242085123,-0.798588731,-1.398011204,-2.018404403,1.215820519,1.066325545,0.21261013,1.287429163,-0.72104233,1.433686794,1.3864646,-0.185054445,2.692725918,-0.740482506,-1.264959831,0.220960224,1.337679247,0.976540935,-0.495061718,0.73018529,-1.501723545,3.159343497,0.088164641,-0.260804214,0
2.814100756,0.005333936,0.583027343,-0.445956591,-1.275905239,1.41802628,2.668709587,-0.253179811,1.74840158,-1.787425175,-1.926520669,-0.237804401,-0.303084705,0.67908962,-1.591406128,-0.412480275,-0.936512359,-0.690224594,-0.845516742,-0.944060879,0.749178609,-0.524685702,-0.757491831,-0.158653552,0.260018245,0
